Tempo,DaystoTop,Valence1,Highest_Charting_Position,Number_of_Times_Charted,Release_Date,Song_Name,Popularity,Song_ID,Genre,Acousticness,Valence,Chord,EndHighWeek,HighestPos
97.981,232 days,0,1,1,1,1,1,1,1,1,1,1,1,1
97.989,182 days,2,1,1,1,1,1,1,1,1,1,1,1,1
97.99,17 days,2,1,1,1,1,1,1,1,1,1,1,1,1
98.005,99 days,2,1,1,1,1,1,1,1,1,1,1,1,1
98.01,127 days,1,1,1,1,1,1,1,1,1,1,1,1,1
98.013,63 days,3,1,1,1,1,1,1,1,1,1,1,1,1
98.016,128 days,2,1,1,1,1,1,1,1,1,1,1,1,1
98.023,9 days,1,1,1,1,1,1,1,1,1,1,1,1,1
98.027,127 days,2,1,1,1,1,1,1,1,1,1,1,1,1
98.031,63 days,2,1,1,1,1,1,1,1,1,1,1,1,1
98.036,8 days,0,1,1,1,1,1,1,1,1,1,1,1,1
98.05,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
98.54,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
98.543,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
98.543,42 days,1,1,1,1,1,1,1,1,1,1,1,1,1
98.743,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
98.962,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
98.991,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
98.994,350 days,0,1,1,1,1,1,1,1,1,1,1,1,1
98.995,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
99.008,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
99.01,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
99.024,104 days,0,1,1,1,1,1,1,1,1,1,1,1,1
99.034,77 days,1,1,1,1,1,1,1,1,1,1,1,1,1
99.048,21 days,2,1,1,1,1,1,1,1,1,1,1,1,1
99.048,42 days,2,1,1,1,1,1,1,1,1,1,1,1,1
99.112,1869 days,0,1,1,1,1,1,1,1,1,1,1,1,1
99.7,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
99.757,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
99.772,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
99.865,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
99.908,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
99.928,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
99.954,77 days,3,1,1,1,1,1,1,1,1,1,1,1,1
99.96,119 days,1,1,1,1,1,1,1,1,1,1,1,1,1
99.975,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
99.984,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
99.984,21 days,2,1,1,1,1,1,1,1,1,1,1,1,1
99.989,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
99.991,224 days,1,1,1,1,1,1,1,1,1,1,1,1,1
99.993,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
99.994,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
99.999,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
99.999,58 days,3,1,1,1,1,1,1,1,1,1,1,1,1
100.004,91 days,3,1,1,1,1,1,1,1,1,1,1,1,1
100.008,96 days,1,1,1,1,1,1,1,1,1,1,1,1,1
100.009,14 days,2,1,1,1,1,1,1,1,1,1,1,1,1
100.013,133 days,2,1,1,1,1,1,1,1,1,1,1,1,1
100.015,504 days,2,1,1,1,1,1,1,1,1,1,1,1,1
100.021,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
100.021,105 days,2,1,1,1,1,1,1,1,1,1,1,1,1
100.023,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
100.024,5184 days,3,1,1,1,1,1,1,1,1,1,1,1,1
100.031,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
100.032,14 days,1,1,1,1,1,1,1,1,1,1,1,1,1
100.036,72 days,1,1,1,1,1,1,1,1,1,1,1,1,1
100.037,42 days,1,1,1,1,1,1,1,1,1,1,1,1,1
100.041,203 days,3,1,1,1,1,1,1,1,1,1,1,1,1
100.047,21 days,1,1,1,1,1,1,1,1,1,1,1,1,1
100.051,42 days,3,1,1,1,1,1,1,1,1,1,1,1,1
100.07,189 days,3,1,1,1,1,1,1,1,1,1,1,1,1
100.087,614 days,2,1,1,1,1,1,1,1,1,1,1,1,1
100.1,35 days,1,1,1,1,1,1,1,1,1,1,1,1,1
100.118,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
100.119,294 days,2,1,1,1,1,1,1,1,1,1,1,1,1
100.45,2355 days,1,1,1,1,1,1,1,1,1,1,1,1,1
100.453,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
100.541,209 days,0,1,1,1,1,1,1,1,1,1,1,1,1
100.607,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
100.706,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
100.978,213 days,2,1,1,1,1,1,1,1,1,1,1,1,1
101.022,70 days,3,1,1,1,1,1,1,1,1,1,1,1,1
101.024,6 days,2,1,1,1,1,1,1,1,1,1,1,1,1
101.027,11 days,2,1,1,1,1,1,1,1,1,1,1,1,1
101.04,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
101.085,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
101.085,78 days,2,1,1,1,1,1,1,1,1,1,1,1,1
101.529,5472 days,1,1,1,1,1,1,1,1,1,1,1,1,1
101.654,2509 days,2,1,1,1,1,1,1,1,1,1,1,1,1
101.934,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
101.956,238 days,3,1,1,1,1,1,1,1,1,1,1,1,1
101.968,42 days,3,1,1,1,1,1,1,1,1,1,1,1,1
101.987,21 days,1,1,1,1,1,1,1,1,1,1,1,1,1
102.021,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
102.046,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
102.078,175 days,1,1,1,1,1,1,1,1,1,1,1,1,1
102.101,35 days,1,1,1,1,1,1,1,1,1,1,1,1,1
102.103,224 days,2,1,1,1,1,1,1,1,1,1,1,1,1
102.211,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
102.489,8 days,0,1,1,1,1,1,1,1,1,1,1,1,1
102.819,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
102.931,28 days,3,1,1,1,1,1,1,1,1,1,1,1,1
102.977,181 days,3,1,1,1,1,1,1,1,1,1,1,1,1
102.977,225 days,3,1,1,1,1,1,1,1,1,1,1,1,1
102.998,364 days,1,1,1,1,1,1,1,1,1,1,1,1,1
102.999,77 days,2,1,1,1,1,1,1,1,1,1,1,1,1
103.0,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
103.007,10 days,2,1,1,1,1,1,1,1,1,1,1,1,1
103.013,72 days,3,1,1,1,1,1,1,1,1,1,1,1,1
103.014,259 days,2,1,1,1,1,1,1,1,1,1,1,1,1
103.019,1183 days,1,1,1,1,1,1,1,1,1,1,1,1,1
103.072,329 days,1,1,1,1,1,1,1,1,1,1,1,1,1
103.116,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
103.868,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
103.948,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
103.952,189 days,1,1,1,1,1,1,1,1,1,1,1,1,1
103.967,1855 days,1,1,1,1,1,1,1,1,1,1,1,1,1
103.981,210 days,2,1,1,1,1,1,1,1,1,1,1,1,1
103.994,175 days,2,1,1,1,1,1,1,1,1,1,1,1,1
104.0,14 days,1,1,1,1,1,1,1,1,1,1,1,1,1
104.0,28 days,1,1,1,1,1,1,1,1,1,1,1,1,1
104.106,215 days,0,1,1,1,1,1,1,1,1,1,1,1,1
104.181,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
104.504,7682 days,3,1,1,1,1,1,1,1,1,1,1,1,1
104.875,1 days,0,1,1,1,1,1,1,1,1,1,1,1,1
104.89,357 days,0,1,1,1,1,1,1,1,1,1,1,1,1
104.914,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
104.949,42 days,0,1,1,1,1,1,1,1,1,1,1,1,1
104.954,189 days,2,1,1,1,1,1,1,1,1,1,1,1,1
104.957,70 days,2,1,1,1,1,1,1,1,1,1,1,1,1
104.957,792 days,1,1,1,1,1,1,1,1,1,1,1,1,1
104.965,56 days,0,1,1,1,1,1,1,1,1,1,1,1,1
104.973,11 days,1,1,1,1,1,1,1,1,1,1,1,1,1
104.988,721 days,1,1,1,1,1,1,1,1,1,1,1,1,1
104.994,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
104.994,83 days,2,1,1,1,1,1,1,1,1,1,1,1,1
104.998,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
104.999,8092 days,3,1,1,1,1,1,1,1,1,1,1,1,1
105.012,105 days,2,1,1,1,1,1,1,1,1,1,1,1,1
105.013,105 days,1,1,1,1,1,1,1,1,1,1,1,1,1
105.023,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
105.024,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
105.027,14 days,2,1,1,1,1,1,1,1,1,1,1,1,1
105.027,168 days,2,1,1,1,1,1,1,1,1,1,1,1,1
105.039,767 days,3,1,1,1,1,1,1,1,1,1,1,1,1
105.043,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
105.046,35 days,1,1,1,1,1,1,1,1,1,1,1,1,1
105.143,7297 days,1,1,1,1,1,1,1,1,1,1,1,1,1
105.666,9 days,2,1,1,1,1,1,1,1,1,1,1,1,1
105.918,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
105.922,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
105.936,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
105.979,9 days,2,1,1,1,1,1,1,1,1,1,1,1,1
106.007,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
106.044,162 days,1,1,1,1,1,1,1,1,1,1,1,1,1
106.064,14 days,2,1,1,1,1,1,1,1,1,1,1,1,1
106.196,14 days,0,1,1,1,1,1,1,1,1,1,1,1,1
106.52,182 days,2,1,1,1,1,1,1,1,1,1,1,1,1
106.869,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
106.891,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
106.966,329 days,1,1,1,1,1,1,1,1,1,1,1,1,1
106.974,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
106.976,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
106.99,11 days,2,1,1,1,1,1,1,1,1,1,1,1,1
107.356,231 days,2,1,1,1,1,1,1,1,1,1,1,1,1
107.682,13175 days,3,1,1,1,1,1,1,1,1,1,1,1,1
107.895,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
107.949,1995 days,2,1,1,1,1,1,1,1,1,1,1,1,1
107.989,2435 days,0,1,1,1,1,1,1,1,1,1,1,1,1
107.994,35 days,3,1,1,1,1,1,1,1,1,1,1,1,1
107.998,35 days,3,1,1,1,1,1,1,1,1,1,1,1,1
108.025,30 days,3,1,1,1,1,1,1,1,1,1,1,1,1
108.045,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
108.07,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
108.138,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
108.138,28 days,2,1,1,1,1,1,1,1,1,1,1,1,1
108.959,21 days,0,1,1,1,1,1,1,1,1,1,1,1,1
108.992,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
109.012,3867 days,1,1,1,1,1,1,1,1,1,1,1,1,1
109.019,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
109.034,98 days,1,1,1,1,1,1,1,1,1,1,1,1,1
109.075,34 days,0,1,1,1,1,1,1,1,1,1,1,1,1
109.075,798 days,0,1,1,1,1,1,1,1,1,1,1,1,1
109.352,7 days,2,2,2,2,2,2,2,2,2,2,2,2,2
109.791,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
109.891,231 days,1,1,1,1,1,1,1,1,1,1,1,1,1
109.893,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
109.928,42 days,0,1,1,1,1,1,1,1,1,1,1,1,1
109.975,14896 days,3,1,1,1,1,1,1,1,1,1,1,1,1
109.976,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
109.986,588 days,0,1,1,1,1,1,1,1,1,1,1,1,1
109.997,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
110.0,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
110.003,217 days,3,1,1,1,1,1,1,1,1,1,1,1,1
110.011,21 days,0,1,1,1,1,1,1,1,1,1,1,1,1
110.013,126 days,2,1,1,1,1,1,1,1,1,1,1,1,1
110.028,3372 days,2,1,1,1,1,1,1,1,1,1,1,1,1
110.034,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
110.042,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
110.05,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
110.075,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
110.077,13467 days,3,1,1,1,1,1,1,1,1,1,1,1,1
110.095,1 days,1,1,1,1,1,1,1,1,1,1,1,1,1
110.107,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
110.108,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
110.184,217 days,1,1,1,1,1,1,1,1,1,1,1,1,1
110.378,23126 days,1,1,1,1,1,1,1,1,1,1,1,1,1
110.427,120 days,2,1,1,1,1,1,1,1,1,1,1,1,1
110.567,175 days,1,1,1,1,1,1,1,1,1,1,1,1,1
110.94,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
110.953,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
110.962,134 days,3,1,1,1,1,1,1,1,1,1,1,1,1
110.968,42 days,2,1,1,1,1,1,1,1,1,1,1,1,1
110.971,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
110.973,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
111.004,21 days,2,1,1,1,1,1,1,1,1,1,1,1,1
111.052,104 days,1,1,1,1,1,1,1,1,1,1,1,1,1
111.076,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
111.202,273 days,1,1,1,1,1,1,1,1,1,1,1,1,1
111.712,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
111.881,84 days,0,1,1,1,1,1,1,1,1,1,1,1,1
111.898,57 days,3,1,1,1,1,1,1,1,1,1,1,1,1
111.983,70 days,2,1,1,1,1,1,1,1,1,1,1,1,1
111.984,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
112.01,98 days,1,1,1,1,1,1,1,1,1,1,1,1,1
112.011,331 days,1,1,1,1,1,1,1,1,1,1,1,1,1
112.022,467 days,2,1,1,1,1,1,1,1,1,1,1,1,1
112.05,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
112.05,199 days,1,1,1,1,1,1,1,1,1,1,1,1,1
112.602,154 days,1,1,1,1,1,1,1,1,1,1,1,1,1
112.874,7798 days,2,1,1,1,1,1,1,1,1,1,1,1,1
112.887,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
112.953,63 days,3,1,1,1,1,1,1,1,1,1,1,1,1
112.985,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
112.985,100 days,3,1,1,1,1,1,1,1,1,1,1,1,1
112.986,2580 days,3,1,1,1,1,1,1,1,1,1,1,1,1
112.987,70 days,3,1,1,1,1,1,1,1,1,1,1,1,1
112.997,476 days,2,1,1,1,1,1,1,1,1,1,1,1,1
113.003,1995 days,0,1,1,1,1,1,1,1,1,1,1,1,1
113.011,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
113.018,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
113.039,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
113.06,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
113.12,91 days,1,1,1,1,1,1,1,1,1,1,1,1,1
113.326,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
113.401,2268 days,2,1,1,1,1,1,1,1,1,1,1,1,1
113.903,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
113.968,63 days,2,1,1,1,1,1,1,1,1,1,1,1,1
113.998,1519 days,2,1,1,1,1,1,1,1,1,1,1,1,1
114.008,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
114.009,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
114.044,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
114.078,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
114.328,5423 days,3,1,1,1,1,1,1,1,1,1,1,1,1
114.822,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
114.86,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
114.91,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
114.957,11 days,1,1,1,1,1,1,1,1,1,1,1,1,1
114.978,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
114.993,314 days,3,1,1,1,1,1,1,1,1,1,1,1,1
114.998,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
114.999,15 days,1,1,1,1,1,1,1,1,1,1,1,1,1
115.002,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
115.01,2676 days,0,1,1,1,1,1,1,1,1,1,1,1,1
115.016,10 days,1,1,1,1,1,1,1,1,1,1,1,1,1
115.036,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
115.044,50 days,2,1,1,1,1,1,1,1,1,1,1,1,1
115.056,399 days,1,1,1,1,1,1,1,1,1,1,1,1,1
115.058,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
115.233,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
115.284,736 days,0,1,1,1,1,1,1,1,1,1,1,1,1
115.412,6203 days,1,1,1,1,1,1,1,1,1,1,1,1,1
115.665,11 days,1,1,1,1,1,1,1,1,1,1,1,1,1
115.728,15078 days,1,1,1,1,1,1,1,1,1,1,1,1,1
115.852,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
115.884,217 days,2,1,1,1,1,1,1,1,1,1,1,1,1
115.957,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
115.977,167 days,2,1,1,1,1,1,1,1,1,1,1,1,1
115.982,497 days,1,1,1,1,1,1,1,1,1,1,1,1,1
115.99,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
116.001,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
116.001,203 days,1,1,1,1,1,1,1,1,1,1,1,1,1
116.029,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
116.073,945 days,2,1,1,1,1,1,1,1,1,1,1,1,1
116.431,79 days,1,1,1,1,1,1,1,1,1,1,1,1,1
116.735,85 days,1,1,1,1,1,1,1,1,1,1,1,1,1
116.761,10900 days,2,1,1,1,1,1,1,1,1,1,1,1,1
116.879,1813 days,3,1,1,1,1,1,1,1,1,1,1,1,1
116.912,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
116.919,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
116.947,196 days,2,1,1,1,1,1,1,1,1,1,1,1,1
116.963,0 days,1,1,1,1,1,1,1,1,1,1,1,1,1
116.965,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
116.971,70 days,2,1,1,1,1,1,1,1,1,1,1,1,1
116.988,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
117.003,446 days,2,1,1,1,1,1,1,1,1,1,1,1,1
117.007,15 days,2,1,1,1,1,1,1,1,1,1,1,1,1
117.066,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
117.078,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
117.127,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
117.399,49 days,3,1,1,1,1,1,1,1,1,1,1,1,1
117.401,13811 days,2,1,1,1,1,1,1,1,1,1,1,1,1
117.496,9 days,3,1,1,1,1,1,1,1,1,1,1,1,1
117.817,35 days,1,1,1,1,1,1,1,1,1,1,1,1,1
117.904,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
117.943,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
117.945,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
117.948,168 days,3,1,1,1,1,1,1,1,1,1,1,1,1
117.967,112 days,0,1,1,1,1,1,1,1,1,1,1,1,1
117.977,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
117.98,8 days,0,1,1,1,1,1,1,1,1,1,1,1,1
117.987,520 days,3,1,1,1,1,1,1,1,1,1,1,1,1
117.992,511 days,2,1,1,1,1,1,1,1,1,1,1,1,1
118.0,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
118.004,14 days,1,1,1,1,1,1,1,1,1,1,1,1,1
118.028,308 days,1,1,1,1,1,1,1,1,1,1,1,1,1
118.037,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
118.078,71 days,1,1,1,1,1,1,1,1,1,1,1,1,1
118.091,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
118.091,49 days,2,1,1,1,1,1,1,1,1,1,1,1,1
118.427,1136 days,2,1,1,1,1,1,1,1,1,1,1,1,1
118.671,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
118.819,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
118.836,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
118.852,14421 days,2,1,1,1,1,1,1,1,1,1,1,1,1
118.917,550 days,0,1,1,1,1,1,1,1,1,1,1,1,1
118.961,112 days,3,1,1,1,1,1,1,1,1,1,1,1,1
119.006,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.01,49 days,3,1,1,1,1,1,1,1,1,1,1,1,1
119.054,49 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.099,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.1,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.255,557 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.537,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
119.59,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
119.705,23034 days,3,1,1,1,1,1,1,1,1,1,1,1,1
119.812,386 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.829,1995 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.845,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.921,553 days,0,1,1,1,1,1,1,1,1,1,1,1,1
119.93,2730 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.932,71 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.933,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.961,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.965,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.966,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
119.976,49 days,2,1,1,1,1,1,1,1,1,1,1,1,1
119.987,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
119.987,21 days,3,1,1,1,1,1,1,1,1,1,1,1,1
119.991,322 days,3,1,1,1,1,1,1,1,1,1,1,1,1
119.993,74 days,3,1,1,1,1,1,1,1,1,1,1,1,1
119.997,1246 days,1,1,1,1,1,1,1,1,1,1,1,1,1
120.002,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
120.003,22 days,2,1,1,1,1,1,1,1,1,1,1,1,1
120.006,8 days,3,1,1,1,1,1,1,1,1,1,1,1,1
120.006,588 days,0,1,1,1,1,1,1,1,1,1,1,1,1
120.009,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
120.018,91 days,1,1,1,1,1,1,1,1,1,1,1,1,1
120.023,511 days,2,1,1,1,1,1,1,1,1,1,1,1,1
120.024,761 days,2,1,1,1,1,1,1,1,1,1,1,1,1
120.029,9 days,2,1,1,1,1,1,1,1,1,1,1,1,1
120.03,217 days,2,1,1,1,1,1,1,1,1,1,1,1,1
120.031,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
120.031,170 days,0,1,1,1,1,1,1,1,1,1,1,1,1
120.035,560 days,0,1,1,1,1,1,1,1,1,1,1,1,1
120.041,1778 days,2,1,1,1,1,1,1,1,1,1,1,1,1
120.042,119 days,2,1,1,1,1,1,1,1,1,1,1,1,1
120.046,21 days,1,1,1,1,1,1,1,1,1,1,1,1,1
120.059,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
120.074,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
120.077,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
120.077,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
120.078,21 days,1,1,1,1,1,1,1,1,1,1,1,1,1
120.082,119 days,2,1,1,1,1,1,1,1,1,1,1,1,1
120.109,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
120.151,15960 days,3,1,1,1,1,1,1,1,1,1,1,1,1
120.274,728 days,0,1,1,1,1,1,1,1,1,1,1,1,1
120.998,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
121.002,35 days,1,1,1,1,1,1,1,1,1,1,1,1,1
121.028,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
121.06,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
121.07,2440 days,1,1,1,1,1,1,1,1,1,1,1,1,1
121.678,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
121.876,113 days,3,1,1,1,1,1,1,1,1,1,1,1,1
121.953,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
121.955,147 days,2,1,1,1,1,1,1,1,1,1,1,1,1
121.955,147 days,3,1,1,1,1,1,1,1,1,1,1,1,1
121.967,161 days,0,1,1,1,1,1,1,1,1,1,1,1,1
121.981,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
122.008,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
122.012,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
122.012,8 days,3,1,1,1,1,1,1,1,1,1,1,1,1
122.015,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
