Tempo,DaystoTop,Valence1,Highest_Charting_Position,Number_of_Times_Charted,Release_Date,Song_Name,Popularity,Song_ID,Genre,Acousticness,Valence,Chord,EndHighWeek,HighestPos
143.896,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
143.95,1190 days,1,1,1,1,1,1,1,1,1,1,1,1,1
143.971,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
143.979,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
143.995,5 days,3,1,1,1,1,1,1,1,1,1,1,1,1
144.011,488 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.015,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.018,49 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.026,139 days,1,1,1,1,1,1,1,1,1,1,1,1,1
144.064,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.081,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.497,298 days,1,1,1,1,1,1,1,1,1,1,1,1,1
144.511,86 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.833,539 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.89,227 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.955,14 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.978,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.989,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
144.991,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
144.995,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.001,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.012,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.013,5 days,3,1,1,1,1,1,1,1,1,1,1,1,1
145.013,28 days,3,1,1,1,1,1,1,1,1,1,1,1,1
145.013,30 days,3,1,1,1,1,1,1,1,1,1,1,1,1
145.038,616 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.043,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.05,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
145.074,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
145.104,56 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.115,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.396,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.68,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
145.74,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.765,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
145.837,3867 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.916,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.921,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.953,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
145.976,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.979,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
145.999,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
146.013,147 days,3,1,1,1,1,1,1,1,1,1,1,1,1
146.035,413 days,2,1,1,1,1,1,1,1,1,1,1,1,1
146.04,1057 days,0,1,1,1,1,1,1,1,1,1,1,1,1
146.078,3125 days,3,1,1,1,1,1,1,1,1,1,1,1,1
146.172,3734 days,1,1,1,1,1,1,1,1,1,1,1,1,1
146.861,224 days,3,1,1,1,1,1,1,1,1,1,1,1,1
146.933,140 days,3,1,1,1,1,1,1,1,1,1,1,1,1
146.95,11 days,3,1,1,1,1,1,1,1,1,1,1,1,1
146.967,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
147.004,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
147.023,28 days,1,1,1,1,1,1,1,1,1,1,1,1,1
147.08,7346 days,2,1,1,1,1,1,1,1,1,1,1,1,1
147.279,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
147.575,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
147.589,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
147.897,15 days,2,1,1,1,1,1,1,1,1,1,1,1,1
147.912,6 days,1,1,1,1,1,1,1,1,1,1,1,1,1
147.922,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
147.957,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
147.962,59 days,3,1,1,1,1,1,1,1,1,1,1,1,1
147.967,5 days,3,1,1,1,1,1,1,1,1,1,1,1,1
147.982,6 days,2,1,1,1,1,1,1,1,1,1,1,1,1
147.986,0 days,3,1,1,1,1,1,1,1,1,1,1,1,1
147.986,35 days,3,1,1,1,1,1,1,1,1,1,1,1,1
147.988,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
148.009,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
148.014,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
148.017,6233 days,0,1,1,1,1,1,1,1,1,1,1,1,1
148.035,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
148.062,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
148.088,42 days,2,1,1,1,1,1,1,1,1,1,1,1,1
148.837,6667 days,3,1,1,1,1,1,1,1,1,1,1,1,1
148.949,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
148.964,252 days,2,1,1,1,1,1,1,1,1,1,1,1,1
149.367,6 days,3,1,1,1,1,1,1,1,1,1,1,1,1
149.756,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
149.836,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
149.881,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
149.903,28 days,2,1,1,1,1,1,1,1,1,1,1,1,1
149.95,71 days,3,1,1,1,1,1,1,1,1,1,1,1,1
149.967,45 days,1,1,1,1,1,1,1,1,1,1,1,1,1
149.972,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
149.978,8 days,0,1,1,1,1,1,1,1,1,1,1,1,1
149.981,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
149.982,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
149.992,10 days,1,1,1,1,1,1,1,1,1,1,1,1,1
149.995,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
149.996,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
149.996,93 days,1,1,1,1,1,1,1,1,1,1,1,1,1
150.006,59 days,3,1,1,1,1,1,1,1,1,1,1,1,1
150.007,637 days,0,1,1,1,1,1,1,1,1,1,1,1,1
150.032,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
150.044,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
150.06,22 days,3,1,1,1,1,1,1,1,1,1,1,1,1
150.062,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
150.063,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
150.068,126 days,0,1,1,1,1,1,1,1,1,1,1,1,1
150.068,280 days,0,1,1,1,1,1,1,1,1,1,1,1,1
150.073,420 days,1,1,1,1,1,1,1,1,1,1,1,1,1
150.075,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
150.076,64 days,3,1,1,1,1,1,1,1,1,1,1,1,1
150.084,11 days,3,1,1,1,1,1,1,1,1,1,1,1,1
150.093,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
150.134,44 days,2,1,1,1,1,1,1,1,1,1,1,1,1
150.273,9551 days,1,1,1,1,1,1,1,1,1,1,1,1,1
150.469,560 days,1,1,1,1,1,1,1,1,1,1,1,1,1
150.953,4477 days,2,1,1,1,1,1,1,1,1,1,1,1,1
150.964,49 days,2,1,1,1,1,1,1,1,1,1,1,1,1
151.016,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
151.042,476 days,1,1,1,1,1,1,1,1,1,1,1,1,1
151.251,2968 days,2,1,1,1,1,1,1,1,1,1,1,1,1
151.884,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
151.891,479 days,3,1,1,1,1,1,1,1,1,1,1,1,1
151.92,59 days,3,1,1,1,1,1,1,1,1,1,1,1,1
151.923,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
151.925,224 days,3,1,1,1,1,1,1,1,1,1,1,1,1
151.947,56 days,3,1,1,1,1,1,1,1,1,1,1,1,1
151.951,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
151.964,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
151.982,6 days,2,1,1,1,1,1,1,1,1,1,1,1,1
151.995,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
152.028,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
152.045,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
152.058,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
152.061,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
152.37,84 days,2,1,1,1,1,1,1,1,1,1,1,1,1
152.891,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
153.131,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
153.848,112 days,1,1,1,1,1,1,1,1,1,1,1,1,1
153.96,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
153.979,15 days,2,1,1,1,1,1,1,1,1,1,1,1,1
154.007,21 days,0,1,1,1,1,1,1,1,1,1,1,1,1
154.027,140 days,3,1,1,1,1,1,1,1,1,1,1,1,1
154.064,100 days,3,1,1,1,1,1,1,1,1,1,1,1,1
154.083,6 days,3,1,1,1,1,1,1,1,1,1,1,1,1
154.187,112 days,3,1,1,1,1,1,1,1,1,1,1,1,1
154.981,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
155.008,637 days,1,1,1,1,1,1,1,1,1,1,1,1,1
155.023,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
155.038,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
155.047,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
155.051,8 days,0,1,1,1,1,1,1,1,1,1,1,1,1
155.057,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
155.081,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
155.086,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
155.096,931 days,1,1,1,1,1,1,1,1,1,1,1,1,1
155.199,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
156.013,8 days,3,1,1,1,1,1,1,1,1,1,1,1,1
156.019,6 days,2,1,1,1,1,1,1,1,1,1,1,1,1
156.035,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
156.049,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
156.084,11 days,0,1,1,1,1,1,1,1,1,1,1,1,1
156.271,15029 days,2,1,1,1,1,1,1,1,1,1,1,1,1
157.005,63 days,1,1,1,1,1,1,1,1,1,1,1,1,1
157.181,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
157.878,301 days,0,1,1,1,1,1,1,1,1,1,1,1,1
157.895,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
157.905,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
157.932,22 days,3,1,1,1,1,1,1,1,1,1,1,1,1
157.941,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
157.999,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
158.024,3287 days,2,1,1,1,1,1,1,1,1,1,1,1,1
158.073,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
158.087,259 days,1,1,1,1,1,1,1,1,1,1,1,1,1
158.093,5 days,2,1,1,1,1,1,1,1,1,1,1,1,1
158.373,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
158.831,35 days,1,1,1,1,1,1,1,1,1,1,1,1,1
158.922,91 days,1,1,1,1,1,1,1,1,1,1,1,1,1
159.477,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
159.494,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
159.702,91 days,1,1,1,1,1,1,1,1,1,1,1,1,1
159.801,616 days,0,1,1,1,1,1,1,1,1,1,1,1,1
159.852,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
159.878,2614 days,2,1,1,1,1,1,1,1,1,1,1,1,1
159.905,14 days,1,1,1,1,1,1,1,1,1,1,1,1,1
159.93,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
159.966,553 days,2,1,1,1,1,1,1,1,1,1,1,1,1
159.972,28 days,3,1,1,1,1,1,1,1,1,1,1,1,1
159.999,8 days,0,1,1,1,1,1,1,1,1,1,1,1,1
160.004,126 days,2,1,1,1,1,1,1,1,1,1,1,1,1
160.013,85 days,3,1,1,1,1,1,1,1,1,1,1,1,1
160.013,134 days,3,1,1,1,1,1,1,1,1,1,1,1,1
160.048,21 days,1,1,1,1,1,1,1,1,1,1,1,1,1
160.052,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
160.057,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
160.061,322 days,3,1,1,1,1,1,1,1,1,1,1,1,1
160.064,222 days,3,1,1,1,1,1,1,1,1,1,1,1,1
160.065,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
160.095,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
160.984,155 days,2,1,1,1,1,1,1,1,1,1,1,1,1
161.032,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
161.884,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
161.989,788 days,0,1,1,1,1,1,1,1,1,1,1,1,1
161.993,3646 days,3,1,1,1,1,1,1,1,1,1,1,1,1
162.124,77 days,1,1,1,1,1,1,1,1,1,1,1,1,1
162.225,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
162.948,77 days,1,1,1,1,1,1,1,1,1,1,1,1,1
162.973,10 days,3,1,1,1,1,1,1,1,1,1,1,1,1
163.071,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
163.099,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
163.781,134 days,2,1,1,1,1,1,1,1,1,1,1,1,1
163.882,49 days,0,1,1,1,1,1,1,1,1,1,1,1,1
163.908,224 days,3,1,1,1,1,1,1,1,1,1,1,1,1
163.924,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
163.929,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
163.944,57 days,2,1,1,1,1,1,1,1,1,1,1,1,1
163.946,99 days,3,1,1,1,1,1,1,1,1,1,1,1,1
163.949,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
164.005,49 days,2,1,1,1,1,1,1,1,1,1,1,1,1
164.009,14 days,1,1,1,1,1,1,1,1,1,1,1,1,1
164.032,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
164.057,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
164.081,8 days,3,1,1,1,1,1,1,1,1,1,1,1,1
164.081,41 days,3,1,1,1,1,1,1,1,1,1,1,1,1
164.819,44 days,3,1,1,1,1,1,1,1,1,1,1,1,1
165.896,46 days,2,1,1,1,1,1,1,1,1,1,1,1,1
165.941,77 days,3,1,1,1,1,1,1,1,1,1,1,1,1
165.945,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
165.979,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
165.995,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
165.998,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
166.0,56 days,3,1,1,1,1,1,1,1,1,1,1,1,1
166.039,42 days,2,1,1,1,1,1,1,1,1,1,1,1,1
166.928,42 days,2,1,1,1,1,1,1,1,1,1,1,1,1
167.788,476 days,1,1,1,1,1,1,1,1,1,1,1,1,1
167.827,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
167.897,11 days,3,1,1,1,1,1,1,1,1,1,1,1,1
167.933,21 days,1,1,1,1,1,1,1,1,1,1,1,1,1
167.969,28 days,2,1,1,1,1,1,1,1,1,1,1,1,1
167.969,168 days,3,1,1,1,1,1,1,1,1,1,1,1,1
167.977,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
167.987,8 days,3,1,1,1,1,1,1,1,1,1,1,1,1
167.994,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
167.997,924 days,1,1,1,1,1,1,1,1,1,1,1,1,1
168.008,217 days,3,1,1,1,1,1,1,1,1,1,1,1,1
168.021,64 days,2,1,1,1,1,1,1,1,1,1,1,1,1
168.022,70 days,3,1,1,1,1,1,1,1,1,1,1,1,1
168.045,32 days,2,1,1,1,1,1,1,1,1,1,1,1,1
168.072,42 days,2,1,1,1,1,1,1,1,1,1,1,1,1
168.084,64 days,2,1,1,1,1,1,1,1,1,1,1,1,1
168.096,259 days,3,1,1,1,1,1,1,1,1,1,1,1,1
168.146,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
168.169,28 days,1,1,1,1,1,1,1,1,1,1,1,1,1
168.884,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
168.924,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
168.983,49 days,2,1,1,1,1,1,1,1,1,1,1,1,1
168.995,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
168.997,9 days,1,1,1,1,1,1,1,1,1,1,1,1,1
169.732,518 days,2,1,1,1,1,1,1,1,1,1,1,1,1
169.928,21 days,1,1,1,1,1,1,1,1,1,1,1,1,1
169.934,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
169.941,22 days,0,1,1,1,1,1,1,1,1,1,1,1,1
169.977,2121 days,2,1,1,1,1,1,1,1,1,1,1,1,1
169.982,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
170.001,154 days,3,1,1,1,1,1,1,1,1,1,1,1,1
170.002,25 days,2,1,1,1,1,1,1,1,1,1,1,1,1
170.004,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
170.062,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
170.064,22 days,3,1,1,1,1,1,1,1,1,1,1,1,1
170.081,28 days,3,1,1,1,1,1,1,1,1,1,1,1,1
170.089,46 days,1,1,1,1,1,1,1,1,1,1,1,1,1
170.163,770 days,0,1,1,1,1,1,1,1,1,1,1,1,1
170.527,2860 days,1,1,1,1,1,1,1,1,1,1,1,1,1
170.691,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
170.718,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
170.903,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
171.005,91 days,1,1,1,1,1,1,1,1,1,1,1,1,1
171.044,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
171.319,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
171.374,5183 days,0,1,1,1,1,1,1,1,1,1,1,1,1
171.649,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
171.918,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
171.943,28 days,3,1,1,1,1,1,1,1,1,1,1,1,1
171.943,49 days,3,1,1,1,1,1,1,1,1,1,1,1,1
171.959,106 days,2,1,1,1,1,1,1,1,1,1,1,1,1
171.965,78 days,2,1,1,1,1,1,1,1,1,1,1,1,1
171.966,84 days,3,1,1,1,1,1,1,1,1,1,1,1,1
171.977,63 days,3,1,1,1,1,1,1,1,1,1,1,1,1
171.983,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
172.024,113 days,2,1,1,1,1,1,1,1,1,1,1,1,1
172.031,15 days,3,1,1,1,1,1,1,1,1,1,1,1,1
172.08,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
172.277,500 days,1,1,1,1,1,1,1,1,1,1,1,1,1
172.929,14 days,0,1,1,1,1,1,1,1,1,1,1,1,1
172.995,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
173.372,7613 days,1,1,1,1,1,1,1,1,1,1,1,1,1
173.456,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
173.905,77 days,2,1,1,1,1,1,1,1,1,1,1,1,1
173.961,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
173.966,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
173.986,14 days,3,1,1,1,1,1,1,1,1,1,1,1,1
173.997,42 days,3,1,1,1,1,1,1,1,1,1,1,1,1
174.013,98 days,2,1,1,1,1,1,1,1,1,1,1,1,1
174.019,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
174.021,21 days,3,1,1,1,1,1,1,1,1,1,1,1,1
174.065,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
174.088,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
174.101,106 days,2,1,1,1,1,1,1,1,1,1,1,1,1
174.146,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
174.323,9420 days,1,1,1,1,1,1,1,1,1,1,1,1,1
174.323,9546 days,1,1,1,1,1,1,1,1,1,1,1,1,1
174.609,23126 days,3,1,1,1,1,1,1,1,1,1,1,1,1
174.795,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
175.396,20 days,0,1,1,1,1,1,1,1,1,1,1,1,1
175.826,14 days,3,1,1,1,1,1,1,1,1,1,1,1,1
175.929,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
175.937,36 days,2,1,1,1,1,1,1,1,1,1,1,1,1
175.946,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
175.946,106 days,2,1,1,1,1,1,1,1,1,1,1,1,1
175.984,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
175.987,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
175.988,161 days,3,1,1,1,1,1,1,1,1,1,1,1,1
175.992,8 days,1,1,1,1,1,1,1,1,1,1,1,1,1
175.994,14 days,2,1,1,1,1,1,1,1,1,1,1,1,1
175.996,29 days,1,1,1,1,1,1,1,1,1,1,1,1,1
176.007,105 days,3,1,1,1,1,1,1,1,1,1,1,1,1
176.027,126 days,2,1,1,1,1,1,1,1,1,1,1,1,1
176.037,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
176.073,28 days,2,1,1,1,1,1,1,1,1,1,1,1,1
176.075,84 days,2,1,1,1,1,1,1,1,1,1,1,1,1
176.089,189 days,1,1,1,1,1,1,1,1,1,1,1,1,1
176.169,217 days,0,1,1,1,1,1,1,1,1,1,1,1,1
177.951,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
177.998,22 days,2,1,1,1,1,1,1,1,1,1,1,1,1
178.032,29 days,3,1,1,1,1,1,1,1,1,1,1,1,1
178.032,91 days,1,1,1,1,1,1,1,1,1,1,1,1,1
178.043,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
178.043,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
178.462,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
178.765,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
178.818,44 days,3,1,1,1,1,1,1,1,1,1,1,1,1
178.83,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
179.626,76 days,1,1,1,1,1,1,1,1,1,1,1,1,1
179.788,5 days,2,1,1,1,1,1,1,1,1,1,1,1,1
179.798,63 days,1,1,1,1,1,1,1,1,1,1,1,1,1
179.87,13 days,3,1,1,1,1,1,1,1,1,1,1,1,1
179.879,14 days,1,1,1,1,1,1,1,1,1,1,1,1,1
179.951,21 days,1,1,1,1,1,1,1,1,1,1,1,1,1
179.967,56 days,3,1,1,1,1,1,1,1,1,1,1,1,1
179.974,126 days,0,1,1,1,1,1,1,1,1,1,1,1,1
179.984,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
179.984,55 days,2,1,1,1,1,1,1,1,1,1,1,1,1
179.997,342 days,2,1,1,1,1,1,1,1,1,1,1,1,1
180.003,44 days,3,1,1,1,1,1,1,1,1,1,1,1,1
180.006,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
180.007,9 days,0,1,1,1,1,1,1,1,1,1,1,1,1
180.013,7 days,3,1,1,1,1,1,1,1,1,1,1,1,1
180.051,98 days,1,1,1,1,1,1,1,1,1,1,1,1,1
180.074,35 days,3,1,1,1,1,1,1,1,1,1,1,1,1
180.104,42 days,1,1,1,1,1,1,1,1,1,1,1,1,1
180.917,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
181.857,98 days,1,1,1,1,1,1,1,1,1,1,1,1,1
181.942,1 days,1,1,1,1,1,1,1,1,1,1,1,1,1
182.003,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
182.162,168 days,2,1,1,1,1,1,1,1,1,1,1,1,1
183.016,7 days,0,1,1,1,1,1,1,1,1,1,1,1,1
183.059,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
183.18,9855 days,1,1,1,1,1,1,1,1,1,1,1,1,1
183.586,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
183.933,105 days,2,1,1,1,1,1,1,1,1,1,1,1,1
184.021,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
184.339,14 days,3,1,1,1,1,1,1,1,1,1,1,1,1
185.044,308 days,2,1,1,1,1,1,1,1,1,1,1,1,1
185.262,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
186.003,1540 days,1,1,1,1,1,1,1,1,1,1,1,1,1
187.81,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
187.815,7 days,2,1,1,1,1,1,1,1,1,1,1,1,1
188.09,30 days,3,1,1,1,1,1,1,1,1,1,1,1,1
188.7,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
190.054,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
190.064,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
191.9,2223 days,2,1,1,1,1,1,1,1,1,1,1,1,1
191.911,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
192.091,162 days,1,1,1,1,1,1,1,1,1,1,1,1,1
194.034,49 days,2,1,1,1,1,1,1,1,1,1,1,1,1
196.0,7 days,1,1,1,1,1,1,1,1,1,1,1,1,1
199.846,8 days,2,1,1,1,1,1,1,1,1,1,1,1,1
201.025,56 days,1,1,1,1,1,1,1,1,1,1,1,1,1
201.629,20851 days,3,1,1,1,1,1,1,1,1,1,1,1,1
202.899,10623 days,3,1,1,1,1,1,1,1,1,1,1,1,1
203.903,140 days,2,1,1,1,1,1,1,1,1,1,1,1,1
205.272,51 days,1,1,1,1,1,1,1,1,1,1,1,1,1
